user_id,signup_date,acquisition_channel,days_to_first_transaction,ltv_90d,churned,churn_date,product_tier,monthly_revenue
UGR_02347,2025-09-09,email,2,41.33,1,2025-11-11,free,0.0
UGR_02348,2025-12-02,organic,0,19.69,0,,basic,9.04
UGR_02349,2025-12-25,paid_search,8,94.05,0,,free,0.0
UGR_02350,2025-05-19,social,21,64.8,0,,free,0.0
UGR_02351,2025-09-01,paid_search,24,12.15,1,2025-09-25,free,0.0
UGR_02352,2026-01-27,social,0,55.02,0,,free,0.0
UGR_02353,2025-01-17,paid_search,2,64.25,0,,free,0.0
UGR_02354,2025-05-31,paid_search,5,172.06,0,,free,0.0
UGR_02355,2025-07-17,referral,2,78.32,0,,free,0.0
UGR_02356,2024-12-20,email,24,47.24,0,,premium,28.12
UGR_02357,2025-03-07,social,0,55.81,0,,free,0.0
UGR_02358,2025-05-15,organic,10,43.03,0,,free,0.0
UGR_02359,2025-01-10,paid_search,8,71.92,0,,basic,8.73
UGR_02360,2025-03-29,organic,13,34.12,0,,premium,27.77
UGR_02361,2025-04-13,organic,1,95.79,0,,basic,8.47
UGR_02362,2025-10-15,referral,9,121.83,1,2025-11-20,basic,8.75
UGR_02363,2025-08-28,organic,17,59.35,0,,basic,8.55
UGR_02364,2025-06-04,referral,0,21.35,0,,free,0.0
UGR_02365,2025-07-29,referral,2,227.7,1,2025-10-21,basic,8.67
UGR_02366,2024-12-16,organic,29,116.02,0,,basic,8.75
UGR_02367,2025-02-09,social,9,48.59,0,,free,0.0
UGR_02368,2025-12-30,referral,5,99.78,0,,basic,9.21
UGR_02369,2026-02-26,referral,1,46.35,0,,free,0.0
UGR_02370,2026-01-23,paid_search,6,208.13,0,,free,0.0
UGR_02371,2025-02-13,referral,2,233.72,0,,free,0.0
UGR_02372,2025-06-13,referral,2,114.01,1,2025-07-29,free,0.0
UGR_02373,2025-10-01,social,9,19.65,0,,free,0.0
UGR_02374,2026-03-14,social,2,178.93,0,,basic,8.83
UGR_02375,2024-10-22,social,1,32.37,0,,free,0.0
UGR_02376,2025-12-22,social,1,60.74,0,,basic,9.01
UGR_02377,2026-01-26,social,15,94.63,0,,premium,28.52
UGR_02378,2026-01-21,paid_search,0,72.01,0,,basic,8.14
UGR_02379,2024-11-17,organic,2,15.0,0,,free,0.0
UGR_02380,2025-04-28,organic,0,111.75,0,,free,0.0
UGR_02381,2025-08-22,social,1,19.35,1,2025-09-11,basic,9.15
UGR_02382,2025-05-24,referral,1,34.37,0,,premium,29.07
UGR_02383,2025-12-29,organic,10,46.78,0,,basic,9.37
UGR_02384,2025-04-16,referral,6,18.23,0,,basic,8.89
UGR_02385,2025-05-14,referral,10,25.32,0,,basic,9.02
UGR_02386,2025-12-27,referral,13,37.48,0,,basic,8.61
UGR_02387,2024-10-05,organic,10,103.01,1,2024-10-25,basic,9.13
UGR_02388,2025-07-23,paid_search,10,21.49,0,,free,0.0
UGR_02389,2025-06-03,social,2,90.98,0,,free,0.0
UGR_02390,2024-10-16,organic,30,13.91,0,,free,0.0
UGR_02391,2024-12-06,paid_search,29,88.81,0,,free,0.0
UGR_02392,2025-05-26,referral,5,39.39,1,2025-08-02,basic,8.8
UGR_02393,2025-05-26,paid_search,26,84.83,0,,free,0.0
UGR_02394,2024-12-12,referral,3,179.64,0,,premium,28.03
UGR_02395,2025-01-17,referral,3,18.18,1,2025-03-30,free,0.0
UGR_02396,2025-01-25,organic,13,45.55,0,,free,0.0
UGR_02397,2025-08-06,organic,5,53.08,0,,free,0.0
UGR_02398,2026-01-27,organic,13,120.0,0,,free,0.0
UGR_02399,2026-02-19,organic,3,65.15,0,,free,0.0
UGR_02400,2025-03-14,referral,1,121.82,1,2025-04-29,basic,9.26
UGR_02401,2025-06-03,social,17,16.13,0,,basic,8.87
UGR_02402,2025-10-22,referral,3,166.18,0,,free,0.0
UGR_02403,2024-10-17,organic,1,173.82,0,,free,0.0
UGR_02404,2024-12-15,organic,26,72.87,1,2025-02-14,free,0.0
UGR_02405,2026-03-25,paid_search,2,68.92,0,,premium,30.11
UGR_02406,2025-04-23,paid_search,28,27.7,1,2025-06-14,basic,9.0
UGR_02407,2025-09-05,paid_search,2,40.84,0,,free,0.0
UGR_02408,2024-12-17,organic,3,60.92,0,,free,0.0
UGR_02409,2024-12-17,referral,2,65.53,0,,free,0.0
UGR_02410,2024-11-20,organic,1,30.59,0,,basic,9.64
UGR_02411,2025-09-29,organic,9,40.41,0,,free,0.0
UGR_02412,2025-05-16,social,1,73.23,0,,free,0.0
UGR_02413,2024-12-17,paid_search,1,97.62,1,2025-03-03,basic,8.62
UGR_02414,2025-08-25,social,28,17.81,0,,free,0.0
UGR_02415,2025-12-11,organic,2,38.53,0,,free,0.0
UGR_02416,2026-02-04,referral,25,174.62,0,,basic,8.66
UGR_02417,2025-12-22,email,14,17.29,1,2026-01-14,free,0.0
UGR_02418,2025-07-10,social,3,50.22,0,,basic,8.29
UGR_02419,2024-12-21,organic,6,86.39,0,,free,0.0
UGR_02420,2025-12-08,organic,5,22.15,0,,free,0.0
UGR_02421,2025-08-17,social,14,29.29,0,,basic,8.39
UGR_02422,2025-08-28,social,3,31.45,0,,basic,8.78
UGR_02423,2025-09-03,email,8,163.4,0,,free,0.0
UGR_02424,2026-02-28,social,2,50.76,0,,free,0.0
UGR_02425,2025-08-26,paid_search,6,17.25,1,2025-11-02,basic,8.87
UGR_02426,2025-01-31,organic,1,24.64,0,,free,0.0
UGR_02427,2024-10-07,paid_search,6,54.07,0,,free,0.0
UGR_02428,2025-05-01,organic,2,114.16,0,,basic,8.59
UGR_02429,2025-04-22,paid_search,2,39.27,1,2025-06-01,free,0.0
UGR_02430,2025-02-01,paid_search,10,37.31,0,,basic,9.03
UGR_02431,2025-02-24,referral,4,65.47,0,,free,0.0
UGR_02432,2025-11-01,social,13,33.45,0,,free,0.0
UGR_02433,2026-01-07,email,3,44.65,0,,free,0.0
UGR_02434,2025-12-06,social,3,49.03,0,,free,0.0
UGR_02435,2025-11-02,social,30,57.53,0,,premium,28.98
UGR_02436,2025-07-08,referral,8,145.89,0,,free,0.0
UGR_02437,2025-12-04,organic,0,34.1,0,,free,0.0
UGR_02438,2025-03-04,referral,23,66.87,0,,premium,30.22
UGR_02439,2025-07-08,referral,1,27.47,1,2025-08-25,free,0.0
UGR_02440,2025-07-25,referral,13,29.75,0,,free,0.0
UGR_02441,2024-12-08,organic,13,49.74,0,,premium,28.81
UGR_02442,2025-01-10,social,29,173.85,0,,basic,9.52
UGR_02443,2024-10-06,paid_search,21,32.79,0,,free,0.0
UGR_02444,2025-02-23,paid_search,2,21.55,0,,free,0.0
UGR_02445,2025-10-23,referral,0,51.26,0,,free,0.0
UGR_02446,2025-08-18,paid_search,11,29.59,0,,free,0.0
UGR_02447,2025-11-18,paid_search,9,62.47,0,,free,0.0
UGR_02448,2025-03-01,paid_search,2,30.27,0,,basic,9.26
UGR_02449,2025-04-10,referral,3,92.94,0,,free,0.0
UGR_02450,2024-11-28,referral,1,12.94,0,,free,0.0
UGR_02451,2024-12-29,referral,2,578.65,0,,basic,9.34
UGR_02452,2025-08-29,organic,3,35.35,0,,free,0.0
UGR_02453,2025-02-11,email,7,53.8,0,,basic,8.38
UGR_02454,2025-06-20,referral,3,26.42,1,2025-08-20,premium,29.32
UGR_02455,2026-03-07,social,13,45.62,0,,basic,8.99
UGR_02456,2024-11-11,social,7,27.4,0,,free,0.0
UGR_02457,2025-07-19,referral,0,149.17,1,2025-09-17,basic,8.88
UGR_02458,2026-01-02,organic,7,45.16,1,2026-03-20,basic,8.51
UGR_02459,2025-10-01,organic,16,19.24,0,,free,0.0
UGR_02460,2025-11-02,social,5,16.21,1,2025-12-21,premium,28.07
UGR_02461,2025-10-03,social,3,84.87,1,2025-11-14,basic,9.36
UGR_02462,2026-02-24,referral,2,114.9,0,,basic,9.43
UGR_02463,2025-08-22,organic,2,7.52,0,,free,0.0
UGR_02464,2024-10-02,social,2,56.9,0,,free,0.0
UGR_02465,2025-01-26,social,14,72.71,0,,basic,9.62
UGR_02466,2026-01-02,social,6,158.63,0,,free,0.0
UGR_02467,2026-03-22,email,2,81.03,0,,free,0.0
UGR_02468,2025-04-09,referral,2,19.79,0,,basic,9.41
UGR_02469,2025-06-02,organic,5,151.82,0,,basic,9.46
UGR_02470,2026-02-26,social,14,362.94,0,,free,0.0
UGR_02471,2025-07-01,organic,2,20.44,0,,basic,9.46
UGR_02472,2026-01-28,email,2,35.14,0,,free,0.0
UGR_02473,2024-10-16,organic,8,44.15,0,,free,0.0
UGR_02474,2026-02-25,social,0,234.74,1,2026-05-23,free,0.0
UGR_02475,2025-05-19,email,1,57.85,0,,premium,27.44
UGR_02476,2025-10-19,organic,10,41.17,0,,free,0.0
UGR_02477,2025-07-28,paid_search,1,102.77,0,,basic,8.95
UGR_02478,2025-05-16,email,0,45.98,0,,premium,31.92
UGR_02479,2025-04-09,referral,1,166.17,0,,free,0.0
UGR_02480,2024-12-05,referral,0,94.84,0,,basic,8.7
UGR_02481,2026-03-08,email,27,25.68,0,,premium,26.89
UGR_02482,2025-07-26,social,7,171.82,0,,basic,9.11
UGR_02483,2026-01-22,organic,24,87.14,0,,free,0.0
UGR_02484,2024-11-01,organic,0,10.85,0,,free,0.0
UGR_02485,2025-03-09,social,2,17.01,0,,basic,8.88
UGR_02486,2026-02-02,organic,1,40.03,0,,basic,9.01
UGR_02487,2026-03-24,paid_search,1,119.89,0,,premium,28.52
UGR_02488,2026-03-25,social,4,18.0,0,,premium,30.92
UGR_02489,2025-01-13,organic,2,56.1,1,2025-03-23,free,0.0
UGR_02490,2026-02-12,paid_search,9,27.02,0,,premium,30.23
UGR_02491,2024-11-29,social,1,38.52,1,2025-01-19,basic,9.27
UGR_02492,2025-05-01,social,5,96.47,0,,premium,30.92
UGR_02493,2025-03-29,organic,15,80.45,0,,free,0.0
UGR_02494,2026-01-23,paid_search,6,39.57,0,,free,0.0
UGR_02495,2025-06-13,organic,2,63.37,1,2025-07-20,free,0.0
UGR_02496,2026-02-12,social,1,79.94,0,,free,0.0
UGR_02497,2026-03-02,social,2,40.74,0,,basic,9.01
UGR_02498,2025-09-15,organic,3,15.2,0,,premium,26.94
UGR_02499,2025-06-24,email,5,28.61,0,,free,0.0
UGR_02500,2024-12-03,social,3,72.57,0,,free,0.0
UGR_02501,2025-06-05,paid_search,13,67.37,0,,premium,28.52
UGR_02502,2025-10-29,organic,3,37.61,1,2026-01-16,basic,9.37
UGR_02503,2025-08-01,referral,23,102.72,1,2025-10-30,basic,9.62
UGR_02504,2025-11-28,social,1,91.03,0,,basic,8.41
UGR_02505,2025-11-14,paid_search,5,7.27,0,,free,0.0
UGR_02506,2025-01-26,organic,0,25.4,0,,free,0.0
UGR_02507,2024-10-24,email,3,26.8,1,2025-01-13,basic,8.99
UGR_02508,2024-12-25,paid_search,11,52.09,0,,premium,27.72
UGR_02509,2025-03-29,social,2,91.05,1,2025-04-13,premium,28.78
UGR_02510,2026-01-02,paid_search,11,101.52,0,,free,0.0
UGR_02511,2025-11-01,organic,13,33.91,0,,free,0.0
UGR_02512,2025-05-26,paid_search,26,35.55,0,,premium,25.95
UGR_02513,2025-02-16,referral,3,58.99,0,,basic,8.97
UGR_02514,2026-02-17,organic,2,23.87,0,,free,0.0
UGR_02515,2025-02-25,organic,3,29.84,0,,free,0.0
UGR_02516,2026-02-18,organic,14,60.24,0,,basic,8.85
UGR_02517,2025-12-02,social,3,35.15,0,,basic,9.2
UGR_02518,2025-03-19,paid_search,18,82.04,0,,free,0.0
UGR_02519,2026-01-26,paid_search,0,49.79,1,2026-02-27,basic,8.74
UGR_02520,2025-04-28,referral,6,160.97,0,,basic,8.91
UGR_02521,2025-03-13,organic,2,93.12,0,,basic,8.9
UGR_02522,2025-11-09,organic,1,132.06,0,,free,0.0
UGR_02523,2025-07-02,paid_search,1,51.2,0,,free,0.0
UGR_02524,2026-02-04,referral,6,32.97,0,,free,0.0
UGR_02525,2025-05-30,email,23,31.58,0,,free,0.0
UGR_02526,2024-11-22,paid_search,3,102.08,0,,basic,9.13
UGR_02527,2025-10-21,social,3,31.98,1,2025-11-18,premium,28.99
UGR_02528,2025-07-03,referral,0,14.2,1,2025-08-23,basic,9.64
UGR_02529,2024-12-03,paid_search,12,40.71,0,,premium,30.88
UGR_02530,2024-12-19,social,2,19.9,1,2025-02-27,free,0.0
UGR_02531,2025-03-06,organic,10,78.32,0,,basic,8.62
UGR_02532,2025-08-19,referral,11,152.55,0,,free,0.0
UGR_02533,2025-01-04,paid_search,0,67.69,0,,free,0.0
UGR_02534,2025-12-07,social,11,12.67,0,,premium,28.34
UGR_02535,2025-03-09,paid_search,14,78.24,0,,basic,9.16
UGR_02536,2025-12-27,email,26,158.15,0,,free,0.0
UGR_02537,2025-04-11,referral,3,32.43,0,,free,0.0
UGR_02538,2024-11-24,referral,8,72.13,0,,free,0.0
UGR_02539,2025-12-01,organic,0,32.1,0,,premium,27.62
UGR_02540,2026-01-19,organic,21,47.33,0,,free,0.0
UGR_02541,2025-02-17,paid_search,14,18.87,0,,basic,9.52
UGR_02542,2025-02-26,paid_search,10,72.69,1,2025-04-28,free,0.0
UGR_02543,2025-10-01,paid_search,10,195.08,0,,free,0.0
UGR_02544,2026-01-28,email,2,35.27,0,,basic,8.84
UGR_02545,2025-08-24,organic,0,39.06,0,,basic,8.44
UGR_02546,2024-12-27,referral,0,126.59,0,,free,0.0
UGR_02547,2025-08-15,email,7,18.33,1,2025-10-20,premium,31.94
UGR_02548,2025-03-06,organic,13,83.29,0,,premium,29.24
UGR_02549,2025-05-12,organic,3,26.55,0,,basic,9.02
UGR_02550,2025-11-18,referral,2,30.9,1,2026-02-09,premium,32.84
UGR_02551,2026-02-06,referral,0,45.39,1,2026-04-12,free,0.0
UGR_02552,2024-10-12,referral,2,19.6,0,,free,0.0
UGR_02553,2025-12-25,social,5,89.08,0,,premium,30.63
UGR_02554,2025-06-14,organic,24,88.89,0,,basic,8.79
UGR_02555,2025-08-23,email,3,113.68,0,,free,0.0
UGR_02556,2025-01-17,referral,1,34.76,0,,basic,8.57
UGR_02557,2025-06-06,paid_search,3,18.58,0,,free,0.0
UGR_02558,2026-02-19,organic,0,13.54,0,,free,0.0
UGR_02559,2024-12-24,organic,0,20.85,0,,free,0.0
UGR_02560,2025-05-02,social,2,104.21,0,,premium,27.58
UGR_02561,2025-05-27,referral,26,113.16,0,,free,0.0
UGR_02562,2025-06-19,social,3,26.31,0,,basic,8.57
UGR_02563,2025-04-30,paid_search,6,54.19,1,2025-06-27,free,0.0
UGR_02564,2024-10-26,email,8,29.03,0,,free,0.0
UGR_02565,2025-07-04,paid_search,14,15.16,1,2025-07-25,basic,7.93
UGR_02566,2025-06-20,organic,1,66.04,0,,basic,8.86
UGR_02567,2026-02-12,social,10,64.41,0,,free,0.0
UGR_02568,2025-06-01,email,7,100.71,0,,premium,30.2
UGR_02569,2025-05-28,paid_search,1,59.8,0,,free,0.0
UGR_02570,2024-09-26,referral,9,26.08,0,,free,0.0
UGR_02571,2026-01-14,email,1,41.49,0,,basic,9.55
UGR_02572,2025-12-12,organic,1,121.4,0,,free,0.0
UGR_02573,2025-12-26,referral,23,25.67,0,,basic,8.26
UGR_02574,2025-10-03,organic,0,37.58,0,,basic,8.62
UGR_02575,2026-01-07,organic,3,59.09,1,2026-02-23,free,0.0
UGR_02576,2026-03-10,social,11,35.71,1,2026-03-30,free,0.0
UGR_02577,2025-10-19,email,3,56.27,0,,free,0.0
UGR_02578,2025-11-12,referral,12,14.73,0,,basic,9.29
UGR_02579,2025-10-30,social,23,76.75,1,2025-12-28,free,0.0
UGR_02580,2025-12-28,social,11,190.55,1,2026-03-20,free,0.0
UGR_02581,2025-03-29,email,1,26.51,1,2025-06-16,free,0.0
UGR_02582,2026-02-11,organic,2,27.81,0,,premium,29.5
UGR_02583,2026-03-15,paid_search,1,130.41,0,,premium,28.71
UGR_02584,2024-12-28,referral,11,20.1,1,2025-02-05,premium,29.48
UGR_02585,2025-03-23,referral,0,131.89,0,,free,0.0
UGR_02586,2025-01-15,organic,9,70.98,0,,free,0.0
UGR_02587,2025-03-27,paid_search,6,25.9,1,2025-05-11,free,0.0
UGR_02588,2025-09-19,paid_search,29,42.09,0,,free,0.0
UGR_02589,2025-03-16,referral,13,57.17,0,,basic,8.83
UGR_02590,2025-03-14,organic,6,19.89,1,2025-05-21,basic,8.78
UGR_02591,2025-08-17,social,0,36.62,1,2025-10-21,free,0.0
UGR_02592,2025-11-05,organic,1,122.97,0,,premium,29.31
UGR_02593,2025-04-14,referral,0,211.75,0,,free,0.0
UGR_02594,2025-11-27,organic,3,103.21,0,,premium,28.7
UGR_02595,2026-02-22,organic,30,40.72,0,,free,0.0
UGR_02596,2026-02-08,organic,3,119.06,0,,premium,26.73
UGR_02597,2025-07-06,organic,3,127.55,1,2025-10-01,free,0.0
UGR_02598,2025-09-04,referral,2,80.15,0,,free,0.0
UGR_02599,2025-11-13,organic,14,50.05,0,,basic,8.54
UGR_02600,2024-09-24,organic,13,41.14,0,,free,0.0
UGR_02601,2025-02-18,email,17,49.86,0,,free,0.0
UGR_02602,2025-01-05,email,2,50.24,0,,basic,9.72
UGR_02603,2026-02-04,paid_search,23,115.67,1,2026-05-05,basic,9.14
UGR_02604,2024-10-24,organic,28,68.92,0,,basic,9.11
UGR_02605,2024-12-02,email,2,19.69,0,,premium,28.76
UGR_02606,2026-02-20,paid_search,9,13.72,0,,free,0.0
UGR_02607,2025-02-16,paid_search,0,56.03,1,2025-03-29,free,0.0
UGR_02608,2025-06-11,organic,3,125.88,1,2025-07-13,premium,28.5
UGR_02609,2025-08-24,referral,16,102.55,0,,premium,27.31
UGR_02610,2025-10-19,paid_search,22,19.99,1,2025-11-21,premium,28.41
UGR_02611,2025-09-17,organic,30,29.8,0,,free,0.0
UGR_02612,2024-12-28,referral,6,71.93,0,,basic,9.14
UGR_02613,2024-12-07,social,4,31.15,1,2025-01-01,free,0.0
UGR_02614,2026-01-29,organic,0,81.98,0,,basic,8.57
UGR_02615,2025-06-14,paid_search,1,117.78,0,,free,0.0
UGR_02616,2025-06-25,email,0,40.19,0,,premium,25.88
UGR_02617,2025-07-10,organic,7,27.86,1,2025-07-30,free,0.0
UGR_02618,2025-04-22,organic,4,50.26,0,,premium,29.75
UGR_02619,2026-02-09,referral,1,48.47,0,,basic,8.91
UGR_02620,2025-11-03,social,0,70.2,0,,premium,30.08
UGR_02621,2024-09-25,organic,0,51.43,0,,free,0.0
UGR_02622,2024-11-18,referral,2,32.28,0,,free,0.0
UGR_02623,2024-12-26,organic,3,89.39,0,,free,0.0
UGR_02624,2024-11-10,social,3,81.36,0,,basic,9.08
UGR_02625,2025-12-08,social,10,97.0,0,,free,0.0
UGR_02626,2025-03-08,organic,5,141.13,0,,basic,9.5
UGR_02627,2025-05-02,paid_search,7,36.37,0,,free,0.0
UGR_02628,2025-05-11,paid_search,1,77.57,0,,basic,9.02
UGR_02629,2025-09-29,social,21,46.33,0,,basic,9.04
UGR_02630,2025-09-23,organic,0,56.87,1,2025-11-04,basic,8.82
UGR_02631,2025-07-06,referral,29,40.15,0,,premium,28.17
UGR_02632,2025-05-05,organic,24,15.21,0,,basic,8.93
UGR_02633,2024-12-30,organic,2,21.06,0,,basic,9.26
UGR_02634,2024-10-21,organic,8,22.89,0,,free,0.0
UGR_02635,2025-02-05,paid_search,3,57.33,0,,premium,28.44
UGR_02636,2024-11-27,organic,19,124.13,0,,free,0.0
UGR_02637,2025-02-20,organic,0,42.76,0,,free,0.0
UGR_02638,2024-11-19,organic,7,73.2,0,,free,0.0
UGR_02639,2025-07-18,referral,0,166.69,0,,free,0.0
UGR_02640,2025-04-04,referral,23,186.71,0,,free,0.0
UGR_02641,2024-11-23,social,15,55.74,1,2024-12-14,premium,27.69
UGR_02642,2025-05-30,paid_search,14,88.32,1,2025-08-09,basic,8.95
UGR_02643,2024-11-26,organic,4,20.17,0,,premium,31.83
UGR_02644,2025-04-01,organic,4,58.69,0,,free,0.0
UGR_02645,2025-10-01,email,30,96.82,0,,free,0.0
UGR_02646,2025-06-05,social,11,57.85,0,,premium,31.68
UGR_02647,2024-10-23,organic,22,15.25,0,,basic,9.65
UGR_02648,2025-01-06,email,2,129.6,0,,free,0.0
UGR_02649,2026-03-02,organic,2,19.71,0,,free,0.0
UGR_02650,2026-01-31,paid_search,0,17.21,0,,basic,9.1
UGR_02651,2026-01-12,email,8,162.99,0,,free,0.0
UGR_02652,2025-07-27,paid_search,2,67.53,0,,free,0.0
UGR_02653,2025-06-25,paid_search,0,144.18,0,,basic,9.27
UGR_02654,2024-10-15,referral,19,45.91,0,,basic,9.23
UGR_02655,2025-06-04,referral,1,140.93,1,2025-08-05,basic,8.23
UGR_02656,2025-04-19,referral,2,66.24,0,,free,0.0
UGR_02657,2025-07-25,organic,22,150.2,1,2025-08-18,free,0.0
UGR_02658,2025-11-11,organic,1,44.98,0,,premium,29.85
UGR_02659,2025-01-27,social,14,46.0,0,,free,0.0
UGR_02660,2025-07-11,referral,2,54.58,0,,free,0.0
UGR_02661,2024-10-18,social,5,31.23,0,,free,0.0
UGR_02662,2025-06-13,organic,11,75.33,0,,premium,27.43
UGR_02663,2025-04-19,organic,6,71.93,0,,free,0.0
UGR_02664,2025-05-01,organic,0,35.15,0,,basic,9.07
UGR_02665,2025-10-21,organic,6,84.42,0,,basic,8.96
UGR_02666,2025-03-02,email,3,46.93,0,,free,0.0
UGR_02667,2024-10-13,organic,13,15.85,0,,free,0.0
UGR_02668,2025-03-08,referral,13,207.24,0,,basic,9.14
UGR_02669,2024-09-30,paid_search,8,111.39,1,2024-11-03,basic,10.18
UGR_02670,2025-11-15,email,0,58.97,1,2025-12-31,free,0.0
UGR_02671,2025-11-09,organic,2,50.6,1,2025-12-16,free,0.0
UGR_02672,2024-10-05,organic,3,34.43,0,,basic,8.81
UGR_02673,2025-09-03,organic,3,42.75,0,,free,0.0
UGR_02674,2024-11-04,paid_search,13,70.32,1,2025-01-26,free,0.0
UGR_02675,2025-08-11,organic,19,114.12,0,,free,0.0
UGR_02676,2025-10-02,referral,3,16.61,1,2025-12-16,basic,9.23
UGR_02677,2026-03-18,organic,7,34.77,0,,basic,8.6
UGR_02678,2025-11-01,paid_search,10,12.18,0,,basic,9.47
UGR_02679,2026-01-20,referral,1,93.63,0,,premium,28.9
UGR_02680,2026-01-17,social,3,190.56,1,2026-03-03,free,0.0
UGR_02681,2025-11-02,paid_search,0,108.67,0,,free,0.0
UGR_02682,2025-06-17,social,2,44.48,0,,basic,9.43
UGR_02683,2024-11-21,organic,5,249.25,0,,free,0.0
UGR_02684,2024-11-16,email,0,93.64,0,,free,0.0
UGR_02685,2025-02-07,paid_search,2,109.95,0,,basic,8.25
UGR_02686,2025-04-03,organic,2,55.85,0,,basic,9.09
UGR_02687,2025-05-29,social,2,48.34,0,,basic,10.13
UGR_02688,2025-05-10,email,22,61.06,0,,basic,8.46
UGR_02689,2024-10-14,organic,21,142.15,0,,basic,8.63
UGR_02690,2025-10-17,email,2,62.57,0,,free,0.0
UGR_02691,2024-10-01,paid_search,2,59.19,0,,free,0.0
UGR_02692,2024-12-19,paid_search,3,61.88,0,,basic,8.92
UGR_02693,2025-01-12,organic,1,67.78,1,2025-03-18,basic,8.92
UGR_02694,2025-05-14,paid_search,0,65.0,0,,premium,30.11
UGR_02695,2025-10-22,paid_search,0,62.53,1,2025-11-07,free,0.0
UGR_02696,2025-02-27,organic,8,34.09,0,,basic,8.33
UGR_02697,2025-05-05,organic,3,49.43,0,,free,0.0
UGR_02698,2025-10-02,paid_search,13,41.96,0,,basic,9.04
UGR_02699,2025-02-22,paid_search,2,16.12,0,,premium,32.7
UGR_02700,2025-02-08,organic,7,22.92,0,,basic,7.82
UGR_02701,2024-11-21,organic,18,31.4,0,,free,0.0
UGR_02702,2025-07-30,organic,9,50.48,0,,premium,27.73
UGR_02703,2025-10-06,organic,14,157.79,0,,free,0.0
UGR_02704,2025-03-22,paid_search,2,38.52,0,,free,0.0
UGR_02705,2026-01-11,referral,0,26.04,0,,premium,24.93
UGR_02706,2025-08-09,organic,21,40.41,0,,basic,8.69
UGR_02707,2025-01-10,referral,16,176.92,0,,free,0.0
UGR_02708,2025-04-19,organic,0,46.27,0,,free,0.0
UGR_02709,2025-05-31,organic,26,46.33,0,,basic,8.51
UGR_02710,2025-06-29,referral,4,70.53,0,,free,0.0
UGR_02711,2024-12-02,social,2,18.22,0,,free,0.0
UGR_02712,2025-08-22,social,9,117.2,0,,basic,8.6
UGR_02713,2025-09-11,organic,29,31.41,0,,basic,9.14
UGR_02714,2026-03-22,email,25,47.45,1,2026-04-28,free,0.0
UGR_02715,2025-01-02,email,0,92.38,0,,basic,9.08
UGR_02716,2026-03-17,social,8,34.74,0,,free,0.0
UGR_02717,2024-11-24,organic,0,190.23,0,,basic,8.42
UGR_02718,2025-11-01,paid_search,0,44.41,0,,free,0.0
UGR_02719,2025-12-14,organic,3,72.72,0,,free,0.0
UGR_02720,2024-10-21,organic,0,40.6,1,2024-12-11,basic,9.86
UGR_02721,2024-12-20,paid_search,0,143.45,0,,free,0.0
UGR_02722,2025-04-22,social,0,112.66,0,,free,0.0
UGR_02723,2024-11-12,paid_search,27,54.11,0,,premium,28.8
UGR_02724,2025-09-13,paid_search,26,29.36,1,2025-11-23,premium,27.07
UGR_02725,2025-06-28,paid_search,13,120.92,1,2025-08-07,free,0.0
UGR_02726,2025-10-13,paid_search,1,27.16,0,,basic,9.77
UGR_02727,2024-12-02,paid_search,10,26.57,1,2025-01-23,free,0.0
UGR_02728,2025-09-01,organic,3,96.03,1,2025-10-05,premium,27.92
UGR_02729,2025-12-21,organic,1,46.86,0,,basic,8.49
UGR_02730,2025-09-13,paid_search,23,59.05,0,,premium,27.33
UGR_02731,2024-12-08,organic,0,133.04,0,,basic,8.87
UGR_02732,2025-11-08,referral,2,46.46,0,,basic,9.29
UGR_02733,2024-12-23,organic,0,51.48,0,,premium,32.03
UGR_02734,2025-01-05,paid_search,7,36.28,0,,premium,28.84
UGR_02735,2024-10-20,paid_search,2,13.73,1,2024-11-14,free,0.0
UGR_02736,2025-10-07,social,0,15.5,0,,premium,28.86
UGR_02737,2025-12-06,organic,4,195.87,1,2026-02-19,basic,8.87
UGR_02738,2026-01-29,social,9,193.19,0,,basic,9.01
UGR_02739,2026-03-08,organic,19,147.97,0,,free,0.0
UGR_02740,2025-06-21,social,3,101.05,0,,basic,8.52
UGR_02741,2025-05-24,social,5,21.1,0,,premium,26.92
UGR_02742,2024-12-01,email,1,9.64,0,,free,0.0
UGR_02743,2025-07-11,social,3,74.54,0,,basic,9.22
UGR_02744,2025-05-29,social,11,21.04,0,,premium,26.54
UGR_02745,2025-04-27,paid_search,16,106.53,0,,premium,28.65
UGR_02746,2024-11-24,referral,0,65.99,0,,free,0.0
UGR_02747,2026-01-17,referral,4,171.71,0,,free,0.0
UGR_02748,2025-04-03,referral,0,136.29,0,,basic,8.56
UGR_02749,2026-02-11,paid_search,2,34.04,1,2026-03-19,free,0.0
UGR_02750,2026-01-26,social,8,125.56,0,,basic,8.85
UGR_02751,2025-04-12,organic,1,24.16,0,,basic,8.61
UGR_02752,2026-01-17,referral,0,26.52,0,,basic,8.74
UGR_02753,2025-10-30,referral,1,80.19,1,2026-01-16,free,0.0
UGR_02754,2025-07-25,organic,3,47.88,0,,basic,8.49
UGR_02755,2025-12-15,paid_search,12,50.78,0,,premium,26.71
UGR_02756,2025-10-17,social,0,18.66,1,2025-11-28,free,0.0
UGR_02757,2026-03-08,organic,1,48.65,0,,basic,9.05
UGR_02758,2026-03-22,social,3,90.63,0,,free,0.0
