session_id,user_id,date,step_1_viewed,step_2_details,step_3_payment,step_4_confirm,step_5_complete,variant,converted,revenue,drop_step
SES_0009967,USR_04117,2025-09-12,1,1,1,1,1,A,1,80.16,
SES_0009968,USR_02765,2025-06-01,1,1,1,1,1,A,1,180.92,
SES_0009969,USR_08303,2025-07-29,1,1,1,1,1,A,1,40.82,
SES_0009970,USR_01618,2026-01-09,1,1,0,0,0,B,0,0.0,3.0
SES_0009971,USR_03733,2025-08-16,1,1,1,1,1,B,1,48.23,
SES_0009972,USR_02419,2025-11-23,1,1,1,1,1,B,1,39.79,
SES_0009973,USR_04670,2025-07-29,1,1,1,1,1,A,1,176.35,
SES_0009974,USR_03277,2025-11-06,1,0,0,0,0,A,0,0.0,2.0
SES_0009975,USR_02624,2025-11-28,1,1,1,1,1,B,1,39.75,
SES_0009976,USR_01919,2026-03-23,1,1,0,0,0,B,0,0.0,3.0
SES_0009977,USR_09808,2025-11-20,1,1,1,1,1,A,1,120.97,
SES_0009978,USR_00067,2025-05-24,1,1,0,0,0,B,0,0.0,3.0
SES_0009979,USR_05965,2025-11-03,1,1,1,1,1,B,1,28.46,
SES_0009980,USR_05375,2025-05-23,1,0,0,0,0,B,0,0.0,2.0
SES_0009981,USR_06545,2025-06-03,1,0,0,0,0,A,0,0.0,2.0
SES_0009982,USR_02658,2025-08-21,1,1,1,1,1,B,1,29.3,
SES_0009983,USR_02129,2025-07-30,1,1,1,1,1,A,1,36.74,
SES_0009984,USR_00757,2025-06-21,1,1,1,1,1,B,1,90.08,
SES_0009985,USR_07239,2025-05-27,1,1,1,1,1,A,1,124.04,
SES_0009986,USR_07278,2025-07-26,1,0,0,0,0,B,0,0.0,2.0
SES_0009987,USR_00157,2025-12-19,1,1,0,0,0,B,0,0.0,3.0
SES_0009988,USR_03400,2025-11-02,1,1,1,1,1,B,1,24.21,
SES_0009989,USR_08753,2025-09-20,1,1,1,1,1,A,1,45.97,
SES_0009990,USR_03590,2026-02-01,1,1,1,0,0,A,0,0.0,4.0
SES_0009991,USR_01213,2025-09-13,1,1,0,0,0,B,0,0.0,3.0
SES_0009992,USR_04555,2025-11-23,1,0,0,0,0,B,0,0.0,2.0
SES_0009993,USR_06281,2026-01-21,1,0,0,0,0,A,0,0.0,2.0
SES_0009994,USR_07965,2025-11-18,1,1,1,1,1,A,1,119.11,
SES_0009995,USR_03611,2025-08-16,1,1,1,1,1,B,1,76.71,
SES_0009996,USR_06153,2025-09-01,1,1,1,1,1,A,1,86.38,
SES_0009997,USR_04919,2025-11-01,1,0,0,0,0,A,0,0.0,2.0
SES_0009998,USR_09630,2025-07-05,1,1,0,0,0,A,0,0.0,3.0
SES_0009999,USR_02611,2026-03-05,1,1,1,1,1,A,1,122.14,
SES_0010000,USR_00660,2025-07-01,1,1,0,0,0,B,0,0.0,3.0
SES_0010001,USR_00467,2025-09-16,1,1,1,1,1,B,1,83.51,
SES_0010002,USR_01193,2025-04-06,1,1,1,1,1,A,1,76.12,
SES_0010003,USR_05305,2026-01-10,1,1,0,0,0,A,0,0.0,3.0
SES_0010004,USR_04198,2026-03-10,1,1,1,1,1,A,1,93.44,
SES_0010005,USR_07287,2025-08-03,1,1,1,0,0,A,0,0.0,4.0
SES_0010006,USR_00954,2026-02-09,1,0,0,0,0,A,0,0.0,2.0
SES_0010007,USR_07541,2025-05-23,1,1,1,1,1,A,1,115.39,
SES_0010008,USR_02415,2025-12-03,1,0,0,0,0,A,0,0.0,2.0
SES_0010009,USR_04374,2026-01-07,1,1,0,0,0,A,0,0.0,3.0
SES_0010010,USR_09860,2025-07-29,1,1,1,1,1,A,1,46.39,
SES_0010011,USR_01598,2025-07-26,1,1,0,0,0,B,0,0.0,3.0
SES_0010012,USR_08565,2025-12-24,1,1,1,1,1,B,1,36.39,
SES_0010013,USR_01287,2026-02-15,1,1,1,1,1,A,1,55.65,
SES_0010014,USR_03381,2025-12-27,1,1,0,0,0,B,0,0.0,3.0
SES_0010015,USR_09934,2025-05-30,1,0,0,0,0,B,0,0.0,2.0
SES_0010016,USR_02603,2025-08-20,1,1,1,0,0,A,0,0.0,4.0
SES_0010017,USR_00300,2025-07-16,1,1,0,0,0,A,0,0.0,3.0
SES_0010018,USR_03356,2025-10-31,1,1,1,1,1,A,1,58.08,
SES_0010019,USR_05874,2025-09-13,1,0,0,0,0,B,0,0.0,2.0
SES_0010020,USR_04741,2025-09-08,1,1,0,0,0,B,0,0.0,3.0
SES_0010021,USR_05851,2025-05-22,1,1,1,1,1,B,1,64.8,
SES_0010022,USR_07451,2025-09-20,1,1,1,1,1,A,1,194.59,
SES_0010023,USR_03037,2026-01-05,1,1,1,1,1,A,1,145.81,
SES_0010024,USR_04898,2025-05-01,1,1,0,0,0,B,0,0.0,3.0
SES_0010025,USR_07162,2025-04-21,1,0,0,0,0,A,0,0.0,2.0
SES_0010026,USR_01670,2025-10-18,1,0,0,0,0,B,0,0.0,2.0
SES_0010027,USR_06436,2025-08-04,1,1,1,1,1,A,1,25.75,
SES_0010028,USR_02596,2025-05-14,1,1,1,1,1,B,1,82.35,
SES_0010029,USR_07227,2025-11-24,1,1,1,1,1,B,1,78.97,
SES_0010030,USR_05184,2025-10-26,1,0,0,0,0,B,0,0.0,2.0
SES_0010031,USR_05171,2025-11-21,1,0,0,0,0,A,0,0.0,2.0
SES_0010032,USR_04770,2025-09-27,1,1,1,1,1,B,1,80.14,
SES_0010033,USR_09895,2025-04-13,1,0,0,0,0,A,0,0.0,2.0
SES_0010034,USR_04851,2025-09-08,1,1,1,1,1,B,1,54.25,
SES_0010035,USR_05310,2025-10-28,1,0,0,0,0,B,0,0.0,2.0
SES_0010036,USR_08308,2025-06-11,1,1,1,1,1,A,1,66.31,
SES_0010037,USR_05145,2025-12-12,1,0,0,0,0,A,0,0.0,2.0
SES_0010038,USR_01740,2025-12-06,1,0,0,0,0,B,0,0.0,2.0
SES_0010039,USR_02928,2025-09-02,1,1,1,0,0,B,0,0.0,4.0
SES_0010040,USR_08483,2025-04-21,1,1,1,1,1,B,1,27.19,
SES_0010041,USR_05934,2025-06-14,1,1,1,1,1,A,1,96.37,
SES_0010042,USR_08530,2025-07-16,1,1,1,1,1,A,1,487.43,
SES_0010043,USR_01372,2026-03-03,1,0,0,0,0,A,0,0.0,2.0
SES_0010044,USR_01617,2025-08-30,1,1,1,1,1,B,1,134.72,
SES_0010045,USR_04364,2026-01-14,1,1,1,1,0,B,0,0.0,5.0
SES_0010046,USR_04347,2025-06-29,1,1,1,1,1,A,1,89.8,
SES_0010047,USR_05657,2025-09-30,1,1,1,1,1,B,1,115.74,
SES_0010048,USR_01767,2026-01-20,1,1,1,1,1,B,1,104.31,
SES_0010049,USR_03647,2025-08-19,1,1,1,1,1,B,1,160.12,
SES_0010050,USR_00013,2025-12-14,1,0,0,0,0,A,0,0.0,2.0
SES_0010051,USR_09016,2026-02-08,1,1,1,1,1,A,1,144.2,
SES_0010052,USR_04899,2025-06-23,1,0,0,0,0,A,0,0.0,2.0
SES_0010053,USR_00152,2025-05-19,1,1,1,0,0,B,0,0.0,4.0
SES_0010054,USR_03165,2025-11-23,1,1,1,1,1,B,1,91.16,
SES_0010055,USR_02026,2025-06-07,1,1,0,0,0,A,0,0.0,3.0
SES_0010056,USR_06780,2025-10-24,1,1,1,0,0,B,0,0.0,4.0
SES_0010057,USR_03654,2026-01-03,1,1,1,1,1,B,1,135.88,
SES_0010058,USR_09482,2026-03-02,1,1,1,1,0,B,0,0.0,5.0
SES_0010059,USR_01491,2025-03-26,1,1,1,1,1,B,1,64.89,
SES_0010060,USR_08203,2025-05-05,1,1,1,0,0,B,0,0.0,4.0
SES_0010061,USR_02322,2025-05-30,1,1,1,1,1,A,1,98.83,
SES_0010062,USR_07083,2026-01-15,1,0,0,0,0,B,0,0.0,2.0
SES_0010063,USR_05241,2025-07-31,1,1,1,1,1,B,1,155.77,
SES_0010064,USR_01568,2025-07-19,1,1,1,1,1,B,1,60.13,
SES_0010065,USR_09368,2025-08-11,1,0,0,0,0,A,0,0.0,2.0
SES_0010066,USR_08332,2025-09-18,1,1,1,0,0,B,0,0.0,4.0
SES_0010067,USR_00676,2025-12-31,1,1,1,1,1,A,1,179.11,
SES_0010068,USR_02729,2025-12-13,1,1,0,0,0,B,0,0.0,3.0
SES_0010069,USR_06874,2025-10-02,1,1,1,1,0,A,0,0.0,5.0
SES_0010070,USR_00125,2026-01-19,1,1,1,1,1,A,1,118.61,
SES_0010071,USR_07231,2025-12-28,1,0,0,0,0,A,0,0.0,2.0
SES_0010072,USR_06459,2026-03-16,1,0,0,0,0,A,0,0.0,2.0
SES_0010073,USR_02018,2025-05-04,1,1,1,1,1,A,1,56.3,
SES_0010074,USR_04228,2025-07-25,1,1,1,1,1,A,1,212.23,
SES_0010075,USR_02558,2025-08-15,1,1,1,1,1,B,1,67.0,
SES_0010076,USR_07968,2026-03-06,1,1,1,0,0,A,0,0.0,4.0
SES_0010077,USR_01678,2025-08-18,1,1,1,1,1,B,1,32.2,
SES_0010078,USR_02166,2025-11-02,1,1,0,0,0,A,0,0.0,3.0
SES_0010079,USR_06461,2026-01-31,1,1,1,1,0,A,0,0.0,5.0
SES_0010080,USR_05882,2025-09-28,1,1,0,0,0,A,0,0.0,3.0
SES_0010081,USR_04283,2025-04-13,1,1,0,0,0,A,0,0.0,3.0
SES_0010082,USR_09982,2025-10-27,1,1,0,0,0,B,0,0.0,3.0
SES_0010083,USR_03563,2025-04-04,1,0,0,0,0,A,0,0.0,2.0
SES_0010084,USR_05862,2025-08-24,1,1,1,1,1,A,1,87.62,
SES_0010085,USR_08026,2025-10-16,1,1,0,0,0,A,0,0.0,3.0
SES_0010086,USR_09606,2025-03-29,1,1,1,1,1,B,1,106.58,
SES_0010087,USR_05934,2025-10-06,1,0,0,0,0,B,0,0.0,2.0
SES_0010088,USR_02387,2025-08-17,1,1,1,1,1,B,1,206.3,
SES_0010089,USR_05781,2025-07-05,1,1,1,1,1,A,1,31.93,
SES_0010090,USR_00259,2025-06-21,1,1,1,1,1,A,1,114.12,
SES_0010091,USR_04076,2026-01-13,1,1,0,0,0,A,0,0.0,3.0
SES_0010092,USR_01578,2026-01-23,1,1,0,0,0,B,0,0.0,3.0
SES_0010093,USR_00105,2026-02-02,1,1,0,0,0,B,0,0.0,3.0
SES_0010094,USR_05013,2025-06-08,1,1,0,0,0,B,0,0.0,3.0
SES_0010095,USR_05505,2026-03-06,1,1,1,0,0,A,0,0.0,4.0
SES_0010096,USR_07776,2026-01-16,1,1,1,1,1,A,1,103.13,
SES_0010097,USR_01941,2025-10-01,1,1,1,1,0,A,0,0.0,5.0
SES_0010098,USR_04805,2025-06-21,1,1,0,0,0,A,0,0.0,3.0
SES_0010099,USR_06254,2025-07-22,1,1,1,1,1,B,1,153.32,
SES_0010100,USR_03104,2025-06-18,1,1,1,1,1,A,1,80.26,
SES_0010101,USR_07995,2026-01-16,1,0,0,0,0,B,0,0.0,2.0
SES_0010102,USR_06062,2026-01-27,1,1,1,1,1,A,1,141.05,
SES_0010103,USR_00982,2025-11-27,1,1,1,1,1,B,1,93.61,
SES_0010104,USR_04623,2026-02-07,1,1,1,1,1,A,1,25.85,
SES_0010105,USR_04398,2025-09-22,1,0,0,0,0,A,0,0.0,2.0
SES_0010106,USR_07341,2025-04-24,1,0,0,0,0,A,0,0.0,2.0
SES_0010107,USR_03462,2026-01-23,1,0,0,0,0,A,0,0.0,2.0
SES_0010108,USR_08356,2025-05-02,1,1,0,0,0,B,0,0.0,3.0
SES_0010109,USR_04119,2025-04-21,1,1,0,0,0,B,0,0.0,3.0
SES_0010110,USR_07253,2026-03-15,1,1,1,1,1,A,1,139.56,
SES_0010111,USR_04839,2026-03-09,1,1,1,1,0,A,0,0.0,5.0
SES_0010112,USR_03321,2025-11-27,1,1,1,1,1,A,1,180.19,
SES_0010113,USR_05715,2026-02-26,1,0,0,0,0,A,0,0.0,2.0
SES_0010114,USR_01236,2025-07-01,1,1,1,1,1,A,1,178.93,
SES_0010115,USR_00468,2026-01-30,1,1,1,1,1,A,1,245.74,
SES_0010116,USR_02120,2025-09-18,1,0,0,0,0,B,0,0.0,2.0
SES_0010117,USR_05853,2025-05-21,1,1,1,1,1,B,1,74.77,
SES_0010118,USR_04185,2025-04-03,1,1,1,0,0,B,0,0.0,4.0
SES_0010119,USR_00673,2026-01-10,1,1,1,1,1,A,1,28.54,
SES_0010120,USR_06674,2026-01-26,1,1,0,0,0,B,0,0.0,3.0
SES_0010121,USR_09675,2025-12-29,1,1,1,1,1,A,1,47.41,
SES_0010122,USR_02325,2025-12-15,1,1,1,1,1,B,1,58.53,
SES_0010123,USR_00410,2025-08-18,1,0,0,0,0,A,0,0.0,2.0
SES_0010124,USR_07219,2025-05-19,1,0,0,0,0,B,0,0.0,2.0
SES_0010125,USR_07815,2025-07-30,1,1,1,1,1,B,1,130.58,
SES_0010126,USR_06092,2025-10-10,1,1,0,0,0,A,0,0.0,3.0
SES_0010127,USR_03871,2025-11-26,1,1,0,0,0,B,0,0.0,3.0
SES_0010128,USR_00010,2025-12-20,1,0,0,0,0,A,0,0.0,2.0
SES_0010129,USR_06354,2025-09-19,1,1,1,0,0,B,0,0.0,4.0
SES_0010130,USR_03441,2025-12-20,1,1,0,0,0,A,0,0.0,3.0
SES_0010131,USR_01112,2025-07-06,1,1,0,0,0,B,0,0.0,3.0
SES_0010132,USR_08470,2025-11-19,1,1,1,1,1,A,1,112.72,
SES_0010133,USR_03965,2025-12-14,1,1,1,1,1,B,1,224.89,
SES_0010134,USR_04163,2025-12-02,1,1,1,1,0,A,0,0.0,5.0
SES_0010135,USR_04646,2025-06-26,1,1,1,1,1,A,1,22.04,
SES_0010136,USR_01288,2025-12-22,1,1,1,1,1,A,1,163.63,
SES_0010137,USR_01320,2025-04-02,1,1,0,0,0,B,0,0.0,3.0
SES_0010138,USR_03668,2025-06-20,1,1,1,1,1,B,1,173.49,
SES_0010139,USR_04763,2025-05-10,1,1,1,1,1,A,1,146.37,
SES_0010140,USR_04790,2025-05-16,1,1,0,0,0,A,0,0.0,3.0
SES_0010141,USR_09231,2025-10-17,1,1,0,0,0,A,0,0.0,3.0
SES_0010142,USR_03484,2025-04-01,1,0,0,0,0,A,0,0.0,2.0
SES_0010143,USR_09433,2025-07-19,1,1,1,1,1,B,1,93.86,
SES_0010144,USR_08839,2025-07-18,1,1,1,1,0,A,0,0.0,5.0
SES_0010145,USR_07596,2025-09-05,1,1,1,1,1,A,1,241.28,
SES_0010146,USR_05645,2026-03-08,1,1,1,1,1,B,1,112.62,
SES_0010147,USR_06914,2025-04-02,1,1,1,1,1,A,1,39.06,
SES_0010148,USR_03853,2025-06-28,1,1,1,1,1,A,1,39.21,
SES_0010149,USR_07226,2025-09-25,1,0,0,0,0,B,0,0.0,2.0
SES_0010150,USR_07011,2026-01-12,1,1,0,0,0,B,0,0.0,3.0
SES_0010151,USR_03961,2025-08-04,1,0,0,0,0,A,0,0.0,2.0
SES_0010152,USR_03484,2025-10-22,1,1,0,0,0,B,0,0.0,3.0
SES_0010153,USR_02507,2025-03-27,1,1,1,1,1,B,1,194.25,
SES_0010154,USR_00764,2025-04-30,1,1,1,1,1,A,1,128.61,
SES_0010155,USR_06506,2025-09-11,1,1,0,0,0,B,0,0.0,3.0
SES_0010156,USR_00055,2025-04-14,1,1,1,0,0,A,0,0.0,4.0
SES_0010157,USR_08785,2026-02-24,1,1,1,1,1,A,1,42.14,
SES_0010158,USR_06553,2025-04-15,1,1,1,1,0,A,0,0.0,5.0
SES_0010159,USR_01171,2026-01-04,1,0,0,0,0,A,0,0.0,2.0
SES_0010160,USR_06319,2026-01-08,1,1,0,0,0,A,0,0.0,3.0
SES_0010161,USR_04841,2025-05-11,1,1,0,0,0,A,0,0.0,3.0
SES_0010162,USR_03981,2025-10-11,1,1,1,1,1,B,1,49.16,
SES_0010163,USR_08278,2025-11-24,1,1,1,1,1,B,1,7.96,
SES_0010164,USR_05572,2025-03-31,1,1,1,1,1,A,1,82.67,
SES_0010165,USR_07617,2025-05-20,1,1,0,0,0,B,0,0.0,3.0
SES_0010166,USR_07397,2025-07-19,1,1,1,1,1,A,1,204.26,
SES_0010167,USR_08403,2026-02-10,1,0,0,0,0,B,0,0.0,2.0
SES_0010168,USR_02514,2025-07-28,1,1,1,1,1,A,1,56.74,
SES_0010169,USR_07483,2026-01-13,1,1,0,0,0,B,0,0.0,3.0
SES_0010170,USR_01452,2025-07-30,1,0,0,0,0,A,0,0.0,2.0
SES_0010171,USR_00609,2026-01-18,1,1,1,1,1,A,1,84.94,
SES_0010172,USR_08591,2025-12-20,1,0,0,0,0,A,0,0.0,2.0
SES_0010173,USR_00468,2025-05-11,1,1,1,1,0,A,0,0.0,5.0
SES_0010174,USR_04642,2025-07-27,1,1,1,1,1,B,1,120.92,
SES_0010175,USR_04714,2025-12-30,1,1,0,0,0,A,0,0.0,3.0
SES_0010176,USR_02928,2025-08-11,1,1,0,0,0,A,0,0.0,3.0
SES_0010177,USR_09469,2026-01-17,1,1,0,0,0,B,0,0.0,3.0
SES_0010178,USR_05788,2025-12-18,1,1,0,0,0,A,0,0.0,3.0
SES_0010179,USR_00805,2025-04-27,1,0,0,0,0,B,0,0.0,2.0
SES_0010180,USR_08235,2026-03-09,1,1,1,0,0,A,0,0.0,4.0
SES_0010181,USR_02703,2025-11-04,1,1,0,0,0,B,0,0.0,3.0
SES_0010182,USR_06659,2025-07-17,1,1,1,0,0,B,0,0.0,4.0
SES_0010183,USR_01528,2025-07-09,1,1,1,1,1,A,1,76.55,
SES_0010184,USR_08925,2025-12-16,1,0,0,0,0,B,0,0.0,2.0
SES_0010185,USR_04946,2026-02-20,1,1,0,0,0,B,0,0.0,3.0
SES_0010186,USR_04528,2025-08-17,1,0,0,0,0,A,0,0.0,2.0
SES_0010187,USR_03783,2025-03-27,1,1,1,1,1,B,1,111.6,
SES_0010188,USR_05552,2025-08-12,1,1,0,0,0,B,0,0.0,3.0
SES_0010189,USR_05279,2026-01-08,1,1,1,1,1,B,1,45.75,
SES_0010190,USR_08619,2025-04-24,1,1,1,1,1,A,1,85.06,
SES_0010191,USR_03987,2025-05-02,1,1,1,1,1,A,1,59.3,
SES_0010192,USR_07530,2026-02-15,1,1,0,0,0,B,0,0.0,3.0
SES_0010193,USR_04238,2025-06-12,1,1,1,0,0,B,0,0.0,4.0
SES_0010194,USR_01220,2025-05-14,1,1,1,1,1,B,1,80.72,
SES_0010195,USR_09610,2026-03-04,1,1,0,0,0,A,0,0.0,3.0
SES_0010196,USR_03937,2025-08-13,1,1,1,0,0,B,0,0.0,4.0
SES_0010197,USR_09758,2025-09-19,1,1,1,1,1,B,1,68.46,
SES_0010198,USR_06329,2026-01-21,1,1,1,1,1,A,1,49.61,
SES_0010199,USR_05527,2025-05-29,1,1,1,0,0,B,0,0.0,4.0
SES_0010200,USR_01388,2025-08-06,1,1,0,0,0,B,0,0.0,3.0
SES_0010201,USR_02497,2025-04-03,1,1,0,0,0,A,0,0.0,3.0
SES_0010202,USR_06635,2025-11-24,1,1,0,0,0,A,0,0.0,3.0
SES_0010203,USR_07022,2025-07-23,1,1,0,0,0,B,0,0.0,3.0
SES_0010204,USR_04206,2026-01-08,1,1,1,1,1,A,1,13.88,
SES_0010205,USR_08750,2025-12-21,1,1,1,1,1,A,1,88.36,
SES_0010206,USR_08572,2026-03-08,1,1,1,1,1,A,1,128.25,
SES_0010207,USR_03344,2025-08-15,1,1,0,0,0,B,0,0.0,3.0
SES_0010208,USR_02884,2025-07-25,1,1,1,1,0,A,0,0.0,5.0
SES_0010209,USR_08444,2025-05-12,1,1,0,0,0,A,0,0.0,3.0
SES_0010210,USR_07198,2025-06-25,1,0,0,0,0,B,0,0.0,2.0
SES_0010211,USR_04857,2025-07-14,1,1,1,1,1,B,1,180.88,
SES_0010212,USR_07149,2025-08-15,1,1,1,1,1,A,1,102.47,
SES_0010213,USR_05979,2025-10-23,1,1,0,0,0,A,0,0.0,3.0
SES_0010214,USR_00641,2025-12-04,1,0,0,0,0,B,0,0.0,2.0
SES_0010215,USR_00894,2025-07-07,1,1,1,1,1,B,1,215.27,
SES_0010216,USR_07945,2025-06-06,1,1,1,1,1,B,1,263.37,
SES_0010217,USR_08627,2026-03-15,1,1,1,1,1,B,1,41.3,
SES_0010218,USR_01059,2025-09-17,1,1,1,1,1,A,1,69.42,
SES_0010219,USR_03641,2025-11-18,1,1,1,0,0,B,0,0.0,4.0
SES_0010220,USR_01067,2025-10-02,1,1,0,0,0,A,0,0.0,3.0
SES_0010221,USR_08703,2025-06-15,1,1,1,1,1,B,1,35.36,
SES_0010222,USR_01106,2026-02-12,1,1,1,1,1,B,1,95.08,
SES_0010223,USR_03561,2025-07-10,1,0,0,0,0,B,0,0.0,2.0
SES_0010224,USR_01318,2026-01-21,1,1,1,1,1,A,1,59.23,
SES_0010225,USR_07148,2025-08-06,1,1,1,1,1,A,1,29.59,
SES_0010226,USR_04184,2026-03-12,1,1,1,1,1,A,1,108.78,
SES_0010227,USR_06136,2025-08-22,1,1,1,1,1,B,1,97.86,
SES_0010228,USR_09271,2025-11-07,1,0,0,0,0,A,0,0.0,2.0
SES_0010229,USR_05829,2025-11-01,1,1,1,1,1,B,1,34.93,
SES_0010230,USR_08481,2025-04-20,1,1,1,1,1,B,1,110.4,
SES_0010231,USR_08817,2025-04-23,1,1,1,1,1,A,1,61.82,
SES_0010232,USR_06452,2025-08-08,1,1,1,1,1,B,1,35.9,
SES_0010233,USR_06704,2025-07-21,1,1,1,1,1,B,1,134.29,
SES_0010234,USR_09897,2025-12-31,1,0,0,0,0,A,0,0.0,2.0
SES_0010235,USR_09369,2025-07-15,1,1,1,0,0,A,0,0.0,4.0
SES_0010236,USR_03994,2025-10-15,1,0,0,0,0,B,0,0.0,2.0
SES_0010237,USR_03087,2025-12-05,1,1,1,0,0,A,0,0.0,4.0
SES_0010238,USR_07003,2026-01-30,1,1,0,0,0,B,0,0.0,3.0
SES_0010239,USR_05817,2025-05-19,1,1,1,1,1,B,1,42.33,
SES_0010240,USR_00696,2025-12-07,1,1,1,0,0,A,0,0.0,4.0
SES_0010241,USR_08939,2025-11-02,1,1,1,1,1,A,1,111.3,
SES_0010242,USR_04193,2025-11-18,1,0,0,0,0,A,0,0.0,2.0
SES_0010243,USR_05718,2025-08-03,1,1,1,1,1,A,1,132.9,
SES_0010244,USR_05978,2025-08-21,1,0,0,0,0,B,0,0.0,2.0
SES_0010245,USR_03610,2025-06-27,1,1,1,1,1,B,1,44.0,
SES_0010246,USR_08437,2025-07-19,1,1,1,1,1,B,1,80.94,
SES_0010247,USR_03743,2026-02-15,1,1,0,0,0,B,0,0.0,3.0
SES_0010248,USR_02326,2026-02-06,1,1,1,1,1,B,1,202.32,
SES_0010249,USR_04616,2026-03-20,1,0,0,0,0,B,0,0.0,2.0
SES_0010250,USR_06266,2025-04-09,1,0,0,0,0,A,0,0.0,2.0
SES_0010251,USR_02187,2026-01-19,1,1,1,1,1,A,1,86.62,
SES_0010252,USR_07711,2025-04-04,1,1,1,1,1,B,1,116.24,
SES_0010253,USR_08549,2025-08-20,1,1,1,1,1,B,1,194.88,
SES_0010254,USR_02085,2025-08-14,1,1,0,0,0,B,0,0.0,3.0
SES_0010255,USR_00809,2025-10-23,1,1,1,1,0,B,0,0.0,5.0
SES_0010256,USR_07376,2025-03-29,1,1,1,1,1,B,1,109.29,
SES_0010257,USR_07274,2025-11-20,1,0,0,0,0,A,0,0.0,2.0
SES_0010258,USR_08682,2025-06-03,1,1,1,1,1,A,1,76.55,
SES_0010259,USR_05185,2026-03-18,1,1,1,1,1,B,1,24.99,
SES_0010260,USR_03328,2025-10-23,1,1,1,1,1,B,1,97.73,
SES_0010261,USR_09140,2025-09-15,1,1,0,0,0,B,0,0.0,3.0
SES_0010262,USR_08525,2025-12-26,1,1,0,0,0,B,0,0.0,3.0
SES_0010263,USR_02420,2026-02-10,1,1,1,0,0,A,0,0.0,4.0
SES_0010264,USR_04958,2025-05-17,1,1,1,1,0,A,0,0.0,5.0
SES_0010265,USR_02019,2025-09-30,1,1,0,0,0,A,0,0.0,3.0
SES_0010266,USR_06710,2025-12-28,1,1,1,1,1,B,1,21.69,
SES_0010267,USR_07532,2025-10-18,1,0,0,0,0,B,0,0.0,2.0
SES_0010268,USR_09804,2026-02-02,1,1,1,0,0,B,0,0.0,4.0
SES_0010269,USR_08258,2025-06-21,1,0,0,0,0,A,0,0.0,2.0
SES_0010270,USR_06160,2026-01-01,1,1,1,1,1,A,1,96.12,
SES_0010271,USR_08611,2025-12-12,1,1,1,1,1,B,1,129.43,
SES_0010272,USR_04979,2025-05-19,1,1,0,0,0,A,0,0.0,3.0
SES_0010273,USR_09571,2026-03-15,1,1,1,1,1,B,1,241.92,
SES_0010274,USR_04409,2025-07-07,1,1,1,0,0,A,0,0.0,4.0
SES_0010275,USR_03025,2025-05-07,1,1,1,1,1,A,1,55.85,
SES_0010276,USR_00163,2025-08-29,1,1,0,0,0,A,0,0.0,3.0
SES_0010277,USR_08993,2025-04-11,1,1,0,0,0,B,0,0.0,3.0
SES_0010278,USR_08347,2026-03-11,1,1,1,1,1,A,1,37.76,
SES_0010279,USR_04970,2025-09-20,1,1,0,0,0,B,0,0.0,3.0
SES_0010280,USR_03485,2026-03-13,1,1,1,1,1,B,1,44.43,
SES_0010281,USR_07683,2025-12-18,1,1,0,0,0,A,0,0.0,3.0
SES_0010282,USR_06572,2025-12-18,1,0,0,0,0,B,0,0.0,2.0
SES_0010283,USR_06881,2025-07-21,1,1,1,1,1,A,1,215.65,
SES_0010284,USR_03178,2025-04-17,1,0,0,0,0,B,0,0.0,2.0
SES_0010285,USR_08536,2025-09-10,1,1,1,0,0,B,0,0.0,4.0
SES_0010286,USR_05622,2026-01-27,1,0,0,0,0,A,0,0.0,2.0
SES_0010287,USR_08671,2025-09-13,1,0,0,0,0,A,0,0.0,2.0
SES_0010288,USR_03441,2025-09-30,1,0,0,0,0,B,0,0.0,2.0
SES_0010289,USR_03034,2025-10-13,1,1,0,0,0,B,0,0.0,3.0
SES_0010290,USR_04851,2025-05-19,1,1,1,1,1,B,1,68.77,
SES_0010291,USR_08235,2025-07-24,1,1,0,0,0,B,0,0.0,3.0
SES_0010292,USR_08114,2025-11-01,1,1,1,1,1,B,1,51.14,
SES_0010293,USR_09469,2026-01-15,1,1,1,1,1,B,1,144.87,
SES_0010294,USR_02629,2025-03-31,1,1,0,0,0,B,0,0.0,3.0
SES_0010295,USR_06107,2025-05-06,1,1,1,1,1,B,1,118.78,
SES_0010296,USR_08612,2025-12-11,1,1,1,1,1,B,1,57.18,
SES_0010297,USR_02220,2025-10-02,1,1,1,1,1,B,1,194.82,
SES_0010298,USR_06204,2025-09-24,1,1,1,1,1,A,1,81.41,
SES_0010299,USR_05050,2025-06-11,1,1,1,1,0,B,0,0.0,5.0
SES_0010300,USR_04425,2025-06-06,1,1,0,0,0,A,0,0.0,3.0
SES_0010301,USR_08859,2026-02-06,1,1,0,0,0,B,0,0.0,3.0
SES_0010302,USR_00795,2025-07-17,1,1,1,0,0,A,0,0.0,4.0
SES_0010303,USR_08054,2025-11-19,1,1,1,1,1,B,1,74.64,
SES_0010304,USR_07354,2025-04-14,1,1,1,1,1,A,1,192.94,
SES_0010305,USR_08121,2025-08-12,1,0,0,0,0,A,0,0.0,2.0
SES_0010306,USR_07602,2026-01-07,1,1,1,1,1,A,1,55.22,
SES_0010307,USR_06249,2025-04-26,1,1,1,1,1,B,1,112.62,
SES_0010308,USR_01094,2026-01-29,1,0,0,0,0,A,0,0.0,2.0
SES_0010309,USR_08623,2026-02-26,1,1,1,0,0,A,0,0.0,4.0
